client_id,total_spend,avg_spend,transaction_count,spending_volatility,engagement_score,spending_tier,volatility_level,wellness_score,wellness_category,high_value_customer,digital_transaction_ratio,digital_persona,last_transaction_date,days_since_last_transaction,churn_risk,id,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards
580,9478.31,35.499288389513104,267,44.77149242210083,174.39971535580523,High Spender,Stable,108.49548803243378,Healthy,0,0.40074906367041196,Traditional User,2019-10-24 14:58:00,7,Active,580,35,65,1984,5,Male,5094 Lafayette Boulevard,40.55,-84.57,18077.0,36857.0,3112.0,768,3
581,4189.89,41.4840594059406,101,55.857366607784485,77.19362376237623,Moderate Spender,Moderate,41.67374450022529,Low Wellness,0,0.10891089108910891,Traditional User,2019-09-04 12:10:00,57,High Risk,581,48,67,1971,3,Male,1813 Second Lane,29.99,-90.24,14696.0,29962.0,55000.0,684,3
582,1537.21,40.452894736842104,38,87.72725176480131,38.98115789473684,Low Spender,Moderate,9.790418068092368,Low Wellness,0,0.15789473684210525,Traditional User,2019-10-15 15:35:00,16,Active,582,53,63,1966,8,Male,415 Lafayette Drive,41.36,-85.23,19236.0,39222.0,66559.0,583,3
583,3610.93,39.68054945054945,91,55.30753260658157,70.47221978021977,Moderate Spender,Moderate,37.24265831384852,Low Wellness,0,0.054945054945054944,Traditional User,2019-07-08 11:22:00,115,High Risk,583,64,67,1955,11,Male,28 West Lane,41.76,-88.29,14200.0,28954.0,41461.0,636,2
584,3148.45,19.801572327044024,159,33.36163671755578,103.3206289308176,Moderate Spender,Stable,62.86814435460205,Moderate Wellness,0,0.03773584905660377,Traditional User,2019-09-14 12:32:00,47,High Risk,584,61,68,1958,8,Male,8823 South Drive,38.66,-121.37,14318.0,29195.0,64881.0,743,3
585,5991.74,29.809651741293532,201,33.74036108843694,132.5238606965174,Moderate Spender,Stable,82.59482330470067,Moderate Wellness,0,0.5174129353233831,Digital First,2019-10-22 14:52:00,9,Active,585,52,62,1967,9,Male,5581 Federal Street,30.11,-97.3,20346.0,41483.0,64715.0,584,1
586,4562.32,40.37451327433628,113,49.603987220771714,83.94980530973451,Moderate Spender,Stable,47.39155653814654,Low Wellness,0,0.017699115044247787,Traditional User,2019-10-19 11:28:00,12,Active,586,37,63,1983,2,Male,372 12th Boulevard,35.57,-82.54,22983.0,46864.0,58954.0,751,4
589,1518.9,37.972500000000004,40,50.818743097404514,39.189,Low Spender,Moderate,17.228001380519096,Low Wellness,0,0.175,Traditional User,2019-08-20 09:09:00,72,High Risk,589,58,72,1961,11,Male,250 Hillside Drive,40.55,-81.91,13259.0,27035.0,58050.0,595,2
592,7531.91,23.685251572327044,318,42.8238021881311,200.2741006289308,High Spender,Stable,125.7408150340719,Healthy,0,0.22955974842767296,Traditional User,2019-10-02 06:00:00,29,Active,592,68,65,1952,2,Male,69 Spruce Avenue,35.32,-82.46,13634.0,23993.0,2573.0,714,5
595,2620.98,37.442571428571426,70,62.747758680122445,56.97702857142857,Low Spender,Moderate,26.683219692546935,Low Wellness,0,0.15714285714285714,Traditional User,2019-08-27 08:47:00,65,High Risk,595,79,66,1941,2,Male,132 Lexington Drive,36.5,-78.55,18100.0,29041.0,4427.0,699,4
596,2334.44,40.95508771929825,57,51.263920065076924,50.58203508771929,Low Spender,Moderate,24.83374230277409,Low Wellness,0,0.03508771929824561,Traditional User,2019-10-27 12:27:00,4,Active,596,28,65,1991,11,Male,914 George Street,40.64,-73.94,16985.0,34629.0,34484.0,721,3
597,7952.55,31.937951807228917,249,88.87136833593196,162.17518072289158,High Spender,Moderate,91.40711187498229,Moderate Wellness,0,0.0642570281124498,Traditional User,2019-10-19 09:29:00,12,Active,597,72,66,1948,1,Male,5138 North Drive,37.74,-122.44,51692.0,65055.0,1676.0,736,6
598,16021.41,42.49710875331565,377,51.04445873890963,243.19884350132625,Premium Spender,Moderate,153.34024087821277,Healthy,1,0.18037135278514588,Traditional User,2019-10-30 12:12:00,1,Active,598,47,63,1972,11,Male,305 Elm Street,44.22,-71.74,21159.0,43144.0,54157.0,628,3
601,3700.18,27.820902255639098,133,47.271835414146885,90.92836090225563,Moderate Spender,Stable,52.091903593862355,Moderate Wellness,0,0.07518796992481203,Traditional User,2019-10-05 07:10:00,26,Active,601,68,67,1951,7,Male,5828 Wessex Drive,28.5,-81.37,15849.0,43004.0,15304.0,761,6
602,8405.13,44.00591623036649,191,58.66950741294112,132.20236649214658,High Spender,Moderate,77.86787338652172,Moderate Wellness,0,0.03664921465968586,Traditional User,2019-10-10 18:42:00,21,Active,602,57,67,1963,1,Male,46 South Street,36.34,-79.67,16888.0,34437.0,0.0,681,4
604,7146.78,63.81053571428571,112,122.48948043700914,92.72421428571428,High Spender,Moderate,39.44526462688389,Low Wellness,0,0.42857142857142855,Traditional User,2019-10-23 16:50:00,8,Active,604,60,65,1959,12,Male,53 Madison Street,39.84,-75.71,34744.0,70840.0,52578.0,736,4
605,5938.66,23.380551181102362,254,40.971796079782735,161.75222047244094,Moderate Spender,Stable,100.41980613837417,Healthy,0,0.2283464566929134,Traditional User,2019-10-31 00:14:00,0,Active,605,42,73,1977,10,Male,663 Summit Boulevard,40.64,-73.94,23316.0,47542.0,2667.0,725,3
608,2728.75,29.341397849462364,93,48.426347360470544,67.53655913978494,Low Spender,Stable,36.3171498827446,Low Wellness,0,0.021505376344086023,Traditional User,2019-05-17 18:09:00,167,High Risk,608,32,65,1987,10,Male,702 Grant Drive,37.78,-121.99,0.0,2365.0,0.0,769,3
609,4327.45,34.898790322580645,124,92.43068447143573,88.35951612903224,Moderate Spender,Moderate,41.583500202487045,Low Wellness,0,0.08870967741935484,Traditional User,2019-09-16 13:03:00,45,High Risk,609,59,62,1961,2,Male,795 Tenth Street,32.91,-96.62,18408.0,37536.0,63386.0,717,3
613,4946.68,27.32972375690608,181,88.64594530071075,119.53188950276243,Moderate Spender,Moderate,62.86972806692968,Moderate Wellness,0,0.1878453038674033,Traditional User,2019-10-15 06:04:00,16,Active,613,39,69,1980,9,Female,7549 Fourth Lane,41.87,-88.01,27741.0,56562.0,111495.0,712,4
614,4448.52,27.291533742331293,163,58.30378838656803,108.71661349693251,Moderate Spender,Moderate,61.72670244538579,Moderate Wellness,0,0.04294478527607362,Traditional User,2019-10-29 09:37:00,2,Active,614,84,66,1935,9,Female,129 Sussex Street,35.4,-80.59,20570.0,16430.0,2873.0,779,7
615,12416.87,68.60149171270719,181,87.77627610696909,136.04059668508287,High Spender,Moderate,75.42519229241834,Moderate Wellness,0,0.04419889502762431,Traditional User,2019-10-07 08:21:00,24,Active,615,35,65,1984,3,Female,3963 Essex Drive,29.43,-95.24,21956.0,44766.0,68989.0,713,2
616,880.67,16.01218181818182,55,93.00392231256639,39.40487272727273,Low Spender,Moderate,8.202870082941267,Low Wellness,0,0.01818181818181818,Traditional User,2019-10-12 07:53:00,19,Active,616,45,72,1974,5,Female,4173 Wessex Avenue,32.19,-88.05,17076.0,34817.0,63313.0,586,1
618,1704.92,21.85794871794872,78,65.38472529751198,55.543179487179486,Low Spender,Moderate,24.68043955588222,Low Wellness,0,0.14102564102564102,Traditional User,2019-09-30 17:55:00,31,High Risk,618,32,67,1987,8,Male,3525 Second Lane,33.92,-118.2,13632.0,27795.0,72318.0,701,4
619,5124.66,37.96044444444444,135,73.1794190122139,96.18417777777778,Moderate Spender,Moderate,50.75224953089055,Moderate Wellness,0,0.02962962962962963,Traditional User,2019-10-27 17:39:00,4,Active,619,54,65,1965,12,Male,498 Littlewood Avenue,44.01,-92.47,26478.0,53986.0,58381.0,748,4
621,3769.06,43.32252873563218,87,46.341556824085856,69.52901149425287,Moderate Spender,Stable,38.528447255872486,Low Wellness,0,0.09195402298850575,Traditional User,2019-10-15 16:41:00,16,Active,621,51,63,1968,3,Male,2227 Federal Lane,29.19,-81.05,13425.0,27372.0,54474.0,612,1
623,2889.33,40.12958333333333,72,68.14268039469272,59.25183333333332,Low Spender,Moderate,27.210338921061457,Low Wellness,0,0.05555555555555555,Traditional User,2019-10-24 13:12:00,7,Active,623,63,60,1956,4,Male,3283 Park Lane,41.53,-87.87,32083.0,77961.0,39811.0,616,3
628,6607.52,58.99571428571429,112,108.8785236619257,90.79828571428573,Moderate Spender,Moderate,40.72300955332915,Low Wellness,0,0.09821428571428571,Traditional User,2019-08-12 10:46:00,80,High Risk,628,57,66,1963,1,Male,4 George Lane,40.0,-75.26,52517.0,107075.0,75999.0,815,3
629,12490.5,87.96126760563381,142,193.5942276880343,120.38450704225352,High Spender,Moderate,44.46953474408328,Low Wellness,0,0.04225352112676056,Traditional User,2019-10-20 16:15:00,11,Active,629,72,70,1947,5,Male,4388 Hillside Street,39.27,-76.83,39053.0,57513.0,11755.0,793,5
630,20651.32,72.97286219081272,283,42.49402859099486,198.98914487632507,Premium Spender,Stable,126.59305293904485,Healthy,1,0.02120141342756184,Traditional User,2019-10-10 22:10:00,20,Active,630,60,66,1959,7,Male,1583 Grant Avenue,30.33,-81.65,19382.0,39521.0,61861.0,491,3
631,4728.5199999999995,43.38091743119266,109,48.00353068691703,82.75236697247706,Moderate Spender,Stable,47.0135690919744,Low Wellness,0,0.06422018348623854,Traditional User,2019-08-28 14:56:00,64,High Risk,631,83,65,1936,5,Female,273 Elm Drive,35.46,-97.51,17070.0,33811.0,2206.0,682,7
633,6355.3,99.3015625,64,105.08567439284577,78.120625,Moderate Spender,Moderate,34.373333871430845,Low Wellness,0,0.1875,Traditional User,2019-10-25 01:47:00,6,Active,633,36,69,1983,10,Female,5506 Fifth Boulevard,33.88,-118.27,24611.0,50179.0,110515.0,743,1
634,9182.93,66.54297101449275,138,130.0757091581916,109.4171884057971,High Spender,Moderate,49.147749472709506,Low Wellness,0,0.13043478260869565,Traditional User,2019-10-21 06:10:00,10,Active,634,49,74,1970,8,Female,5063 Seventh Avenue,41.38,-81.64,24071.0,49079.0,6494.0,683,4
636,2598.77,29.531477272727273,88,72.26912314302386,64.61259090909091,Low Spender,Moderate,29.60561855321341,Low Wellness,0,0.06818181818181818,Traditional User,2019-10-01 07:42:00,30,Active,636,47,69,1973,2,Female,1342 Hill Lane,41.83,-87.68,11951.0,24372.0,63295.0,793,4
637,13185.34,58.863125000000004,224,159.29047975026472,157.94525000000002,High Spender,Moderate,75.40084154994706,Moderate Wellness,0,0.45982142857142855,Traditional User,2019-10-31 11:26:00,0,Active,637,42,68,1978,2,Female,794 Lake Street,40.98,-74.06,37908.0,77288.0,46160.0,771,4
638,3581.08,48.39297297297297,74,91.24368955818831,63.75718918918919,Moderate Spender,Moderate,25.869153980254232,Low Wellness,0,0.06756756756756757,Traditional User,2019-10-05 05:02:00,26,Active,638,65,65,1955,2,Female,674 Elm Boulevard,41.54,-96.13,25102.0,16889.0,38489.0,679,5
639,8158.68,27.195600000000002,300,54.45759056864162,190.87824,High Spender,Moderate,117.26716188627168,Healthy,0,0.03666666666666667,Traditional User,2019-10-18 18:52:00,13,Active,639,55,73,1965,2,Female,82 Jefferson Avenue,41.12,-83.01,18462.0,37645.0,46298.0,654,4
641,9519.87,31.315361842105265,304,39.152836986520654,194.9261447368421,High Spender,Stable,123.16404115532744,Healthy,0,0.03289473684210526,Traditional User,2019-10-19 10:36:00,12,Active,641,62,68,1957,11,Male,878 Forest Street,39.98,-82.98,18420.0,37556.0,0.0,735,6
642,4279.43,45.52585106382979,94,76.3469718774707,74.61034042553192,Moderate Spender,Moderate,35.988360943654804,Low Wellness,0,0.05319148936170213,Traditional User,2019-10-05 12:35:00,26,Active,642,35,62,1984,5,Female,96 Ninth Drive,33.11,-94.16,16746.0,34143.0,49839.0,648,4
643,5846.2300000000005,31.263262032085564,187,55.782304682094505,124.70530481283423,Moderate Spender,Moderate,73.02251767320675,Moderate Wellness,0,0.0374331550802139,Traditional User,2019-10-26 07:25:00,5,Active,643,29,65,1991,1,Female,892 Spruce Street,40.69,-73.75,21283.0,43397.0,42168.0,697,2
644,2439.33,35.8725,68,46.37221132541508,55.149,Low Spender,Stable,28.687307734916985,Low Wellness,0,0.1323529411764706,Traditional User,2019-07-22 06:31:00,101,High Risk,644,58,65,1961,3,Female,511 Grant Avenue,34.42,-84.11,20581.0,41963.0,53857.0,741,1
646,4447.06,36.752561983471075,121,47.96034322800672,87.30102479338842,Moderate Spender,Stable,49.83369994943998,Low Wellness,0,0.06611570247933884,Traditional User,2019-09-29 11:23:00,32,High Risk,646,38,65,1981,12,Female,354 Federal Street,41.47,-81.67,21402.0,43634.0,73037.0,786,3
647,1396.15,12.808715596330275,109,55.85718659788844,70.5234862385321,Low Spender,Moderate,36.27117735932139,Low Wellness,0,0.01834862385321101,Traditional User,2019-10-10 10:31:00,21,Active,647,31,72,1988,7,Female,27 Birch Avenue,36.52,-119.39,13194.0,26900.0,74083.0,758,2
648,2501.98,20.34130081300813,123,34.158128379048954,81.93652032520325,Low Spender,Stable,48.470764568092655,Low Wellness,0,0.07317073170731707,Traditional User,2019-10-16 09:49:00,15,Active,648,40,61,1980,2,Female,466 Pine Drive,32.78,-108.26,14642.0,29854.0,66044.0,674,3
649,4761.92,31.959194630872485,149,69.4346290514262,102.18367785234898,Moderate Spender,Moderate,55.300832578976504,Moderate Wellness,0,0.06711409395973154,Traditional User,2019-09-25 15:41:00,36,High Risk,649,48,65,1971,9,Male,9 Fourth Drive,41.5,-74.02,22762.0,46408.0,0.0,847,7
650,1638.59,27.772711864406777,59,51.364052901324186,46.509084745762706,Low Spender,Moderate,21.659002979057195,Low Wellness,0,0.01694915254237288,Traditional User,2019-10-26 09:49:00,5,Active,650,45,65,1974,8,Male,3916 Tenth Boulevard,32.75,-97.33,11876.0,24215.0,28552.0,707,6
652,5769.16,27.341990521327013,211,78.26299561533295,137.5367962085308,Moderate Spender,Moderate,76.94999803333151,Moderate Wellness,0,0.08530805687203792,Traditional User,2019-10-31 10:29:00,0,Active,652,82,66,1937,9,Female,9952 South Lane,41.76,-72.61,20065.0,22726.0,1692.0,784,6
655,4369.26,22.178984771573607,197,44.905155617199114,127.07159390862944,Moderate Spender,Stable,76.47266430803228,Moderate Wellness,0,0.10152284263959391,Traditional User,2019-09-30 07:24:00,31,High Risk,655,49,66,1970,3,Female,211 Lexington Drive,41.44,-82.18,14880.0,30340.0,64661.0,552,3
657,2281.92,28.885063291139243,79,79.00386196132209,58.9540253164557,Low Spender,Moderate,24.464746595077358,Low Wellness,0,0.26582278481012656,Traditional User,2019-10-17 14:23:00,14,Active,657,83,68,1936,11,Female,2780 Martin Luther King Drive,44.45,-95.78,20697.0,33897.0,533.0,705,4
658,8154.08,38.644928909952604,211,96.68418047274021,142.05797156398103,High Spender,Moderate,76.65664257843774,Moderate Wellness,0,0.20853080568720378,Traditional User,2019-10-30 14:36:00,1,Active,658,40,64,1980,2,Female,7476 First Lane,29.67,-82.33,25812.0,52630.0,68559.0,725,4
659,6295.74,31.63688442211055,199,65.61988760917005,132.05475376884422,Moderate Spender,Moderate,75.96708780479916,Moderate Wellness,0,0.05025125628140704,Traditional User,2019-10-28 16:00:00,3,Active,659,57,67,1962,5,Male,5079 Sussex Avenue,38.73,-86.47,15981.0,32583.0,12501.0,812,7
660,1604.08,20.83220779220779,77,83.86483223527603,54.53288311688311,Low Spender,Moderate,20.276695890607133,Low Wellness,0,0.09090909090909091,Traditional User,2019-10-31 07:19:00,0,Active,660,31,68,1988,9,Female,256 Jefferson Street,37.55,-77.46,21602.0,44041.0,109159.0,680,2
661,1270.67,27.623260869565218,46,47.48904879861358,38.64930434782609,Low Spender,Stable,17.18916850114685,Low Wellness,0,0.06521739130434782,Traditional User,2019-10-25 16:09:00,6,Active,661,64,67,1956,1,Male,894 Ocean Avenue,40.68,-75.22,21005.0,42831.0,59948.0,566,3
662,11171.51,55.03206896551724,203,118.94343682614449,143.81282758620688,High Spender,Moderate,73.92093332442627,Moderate Wellness,0,0.3054187192118227,Traditional User,2019-10-31 14:39:00,0,Active,662,32,71,1987,11,Female,670 Tenth Drive,41.86,-88.06,42028.0,85694.0,120733.0,822,2
663,10700.09,50.71132701421801,211,79.8979813270361,146.8845308056872,High Spender,Moderate,83.63380183885818,Moderate Wellness,0,0.03317535545023697,Traditional User,2019-10-31 20:08:00,0,Active,663,68,63,1951,3,Female,6398 Lake Lane,35.92,-86.84,36563.0,70554.0,39078.0,655,5
665,6302.93,39.89196202531646,158,59.18247509648714,110.75678481012659,Moderate Spender,Moderate,63.331093588297506,Moderate Wellness,0,0.31645569620253167,Traditional User,2019-10-07 15:24:00,24,Active,665,81,65,1939,1,Female,374 Lexington Street,41.23,-80.81,12406.0,11613.0,427.0,790,8
667,7882.66,34.573070175438595,228,67.1643370155915,150.62922807017543,High Spender,Moderate,88.13905364951327,Moderate Wellness,0,0.03070175438596491,Traditional User,2019-10-31 07:28:00,0,Active,667,83,63,1936,3,Male,588 Lincoln Street,35.98,-78.91,30325.0,41763.0,2279.0,714,5
668,6807.28,29.856491228070173,228,76.40732913368674,148.74259649122806,Moderate Spender,Moderate,84.87548154168371,Moderate Wellness,0,0.05263157894736842,Traditional User,2019-09-24 08:48:00,37,High Risk,668,87,57,1932,10,Female,8569 Wessex Boulevard,33.52,-86.79,13263.0,16342.0,1758.0,747,5
669,5841.21,33.18869318181818,176,53.720170183723184,118.87547727272727,Moderate Spender,Moderate,69.61257391780083,Moderate Wellness,0,0.045454545454545456,Traditional User,2019-09-26 23:40:00,34,High Risk,669,38,62,1981,9,Female,2182 Martin Luther King Street,44.69,-73.45,20177.0,41141.0,71060.0,683,2
671,4807.84,38.77290322580645,124,112.10738483522032,89.90916129032257,Moderate Spender,Moderate,38.810394000697876,Low Wellness,0,0.04032258064516129,Traditional User,2019-09-27 14:10:00,34,High Risk,671,37,66,1982,4,Female,363 Main Lane,35.93,-89.92,16689.0,34032.0,68762.0,769,2
672,6282.44,23.797121212121212,264,58.630475523588736,167.9188484848485,Moderate Spender,Moderate,101.01304125891863,Healthy,0,0.026515151515151516,Traditional User,2019-10-21 12:07:00,10,Active,672,37,68,1983,2,Male,95873 Madison Boulevard,35.81,-83.25,11755.0,23967.0,3880.0,722,4
674,5479.21,22.925564853556484,239,43.45121402693939,152.5702259414226,Moderate Spender,Stable,93.78742665067907,Moderate Wellness,0,0.03347280334728033,Traditional User,2019-10-06 19:42:00,25,Active,674,63,66,1957,1,Female,13 Sixth Boulevard,32.73,-117.08,13805.0,28147.0,25987.0,756,7
675,3817.5,28.703007518796994,133,47.3373609733011,91.2812030075188,Moderate Spender,Stable,52.343430060978875,Moderate Wellness,0,0.45112781954887216,Traditional User,2019-10-18 11:19:00,13,Active,675,40,67,1980,1,Male,42 Martin Luther King Drive,39.92,-77.8,17405.0,35489.0,91995.0,724,5
676,9719.88,44.18127272727272,220,84.84422654116307,149.6725090909091,High Spender,Moderate,84.2855365099492,Moderate Wellness,0,0.04090909090909091,Traditional User,2019-10-24 21:04:00,7,Active,676,40,65,1980,2,Male,663 Third Drive,33.09,-96.88,31905.0,65053.0,83571.0,775,2
677,4879.6,39.671544715447155,123,71.55683402118403,89.66861788617886,Moderate Spender,Moderate,46.79009661039734,Low Wellness,0,0.024390243902439025,Traditional User,2019-09-10 15:58:00,51,High Risk,677,40,65,1979,5,Male,855 Sussex Avenue,44.94,-93.1,32972.0,67226.0,128174.0,729,3
678,3106.61,28.241909090909093,110,51.676937157078235,77.29676363636364,Moderate Spender,Moderate,42.13718529585708,Low Wellness,0,0.05454545454545454,Traditional User,2019-09-25 06:25:00,36,High Risk,678,63,67,1957,2,Female,861 Martin Luther King Boulevard,42.88,-78.85,14456.0,29477.0,56355.0,850,4
679,2647.22,25.701165048543686,103,50.733720547483394,72.08046601941747,Low Spender,Moderate,38.76360540506643,Low Wellness,0,0.07766990291262135,Traditional User,2019-08-28 06:26:00,64,High Risk,679,57,69,1962,11,Male,1690 Main Avenue,41.27,-80.13,16809.0,34272.0,39514.0,765,4
683,6196.44,50.790491803278684,122,89.99549551493824,93.51619672131147,Moderate Spender,Moderate,46.03804843799596,Low Wellness,0,0.03278688524590164,Traditional User,2019-10-15 13:45:00,16,Active,683,61,66,1959,1,Male,201 Grant Drive,40.79,-77.85,25031.0,51039.0,0.0,704,5
684,2391.32,28.8110843373494,83,48.004107090855896,61.32443373493976,Low Spender,Stable,32.24250388303364,Low Wellness,0,0.07228915662650602,Traditional User,2019-10-29 12:35:00,2,Active,684,51,63,1969,2,Male,1246 11th Boulevard,26.14,-80.13,21661.0,44170.0,90049.0,661,7
688,5861.51,32.030109289617485,183,51.866626950253675,122.612043715847,Moderate Spender,Moderate,72.43570739683452,Moderate Wellness,0,0.01092896174863388,Traditional User,2019-10-13 20:40:00,18,Active,688,44,67,1975,3,Male,5125 Elm Drive,41.31,-111.96,23165.0,47227.0,151030.0,760,4
692,2207.14,15.32736111111111,144,57.187673631344616,92.53094444444443,Low Spender,Moderate,50.76067360706441,Moderate Wellness,0,0.013888888888888888,Traditional User,2019-10-08 16:09:00,23,Active,692,52,65,1967,8,Female,23 Sussex Lane,42.92,-82.88,20942.0,42701.0,53696.0,701,4
696,13381.52,81.10012121212121,165,178.44805088489858,131.4400484848485,High Spender,Moderate,54.64042618665665,Moderate Wellness,0,0.11515151515151516,Traditional User,2019-09-06 08:57:00,55,High Risk,696,74,67,1945,7,Female,5064 North Lane,40.63,-73.72,45685.0,110570.0,5700.0,766,8
697,3739.3199999999997,54.19304347826087,69,56.41689508378798,63.077217391304345,Moderate Spender,Moderate,32.57453402672067,Low Wellness,0,0.37681159420289856,Traditional User,2019-09-30 17:16:00,31,High Risk,697,56,73,1964,1,Female,889 Martin Luther King Avenue,35.72,-78.84,32485.0,66230.0,90248.0,742,3
699,3089.27,19.18801242236025,161,84.86816568080663,104.2752049689441,Moderate Spender,Moderate,53.18277059054675,Moderate Wellness,0,0.018633540372670808,Traditional User,2019-10-25 09:51:00,6,Active,699,42,68,1978,2,Male,9141 Ocean View Lane,41.48,-91.57,22308.0,45475.0,68358.0,698,3
702,13035.76,64.53346534653465,202,81.01929903296083,147.01338613861384,High Spender,Moderate,83.95617979736824,Moderate Wellness,0,0.039603960396039604,Traditional User,2019-09-26 06:42:00,35,High Risk,702,46,68,1973,7,Female,33 Tenth Street,40.84,-73.4,34873.0,71103.0,136853.0,721,4
704,26057.77,88.93436860068259,293,153.53645146830803,211.373747440273,Premium Spender,Moderate,113.17302028654316,Healthy,1,0.19112627986348124,Traditional User,2019-09-28 07:47:00,33,High Risk,704,51,67,1968,7,Female,6840 North Lane,41.2,-73.73,55274.0,112695.0,35135.0,840,6
705,13882.58,44.78251612903226,310,90.50333611540262,203.91300645161292,High Spender,Moderate,119.33408761562914,Healthy,0,0.2032258064516129,Traditional User,2019-09-09 21:24:00,51,High Risk,705,84,71,1935,9,Female,136 Hillside Avenue,37.91,-122.01,42234.0,79870.0,4031.0,609,2
706,8219.46,67.92942148760329,121,118.12767037050439,99.77176859504131,High Spender,Moderate,45.153292372180104,Low Wellness,0,0.12396694214876033,Traditional User,2019-10-08 10:07:00,23,Active,706,33,68,1986,9,Female,212 Ocean View Avenue,38.02,-122.54,33148.0,67589.0,106072.0,602,2
708,17117.33,121.3995035460993,141,237.92591271031725,133.1598014184397,Premium Spender,Irregular,45.23466852176634,Low Wellness,1,0.1347517730496454,Traditional User,2019-10-31 13:59:00,0,Active,708,63,63,1957,1,Female,3 Madison Street,40.71,-73.99,163145.0,249925.0,202328.0,722,4
709,3372.69,33.065588235294115,102,52.73819136885977,74.42623529411765,Moderate Spender,Moderate,40.17203819681629,Low Wellness,0,0.029411764705882353,Traditional User,2019-10-13 04:05:00,18,Active,709,26,66,1993,9,Female,3114 East Street,42.92,-88.84,21057.0,42931.0,48783.0,742,3
711,10406.52,64.63677018633541,161,47.90266816162859,122.45470807453415,High Spender,Stable,74.2104974235749,Moderate Wellness,0,0.024844720496894408,Traditional User,2019-09-04 20:40:00,57,High Risk,711,39,60,1980,10,Male,6757 Eighth Avenue,39.01,-89.78,20056.0,40894.0,51844.0,657,1
712,4183.64,33.469120000000004,125,68.39651189012115,88.387648,Moderate Spender,Moderate,46.36143362197577,Low Wellness,0,0.064,Traditional User,2019-10-28 10:53:00,3,Active,712,74,67,1945,3,Female,54 Lafayette Street,32.63,-117.05,20102.0,29130.0,8746.0,720,5
714,4640.6,39.66324786324787,117,35.855003229700415,86.06529914529915,Moderate Spender,Stable,51.527973713034285,Moderate Wellness,0,0.09401709401709402,Traditional User,2019-08-25 13:20:00,67,High Risk,714,61,67,1958,10,Female,72 Second Street,45.34,-122.66,35992.0,73383.0,155191.0,760,2
716,7044.62,36.50062176165803,193,29.74737958744824,130.4002487046632,High Spender,Stable,82.20071061100776,Moderate Wellness,0,0.0,Traditional User,2019-10-22 16:50:00,9,Active,716,31,70,1988,5,Male,1495 Elm Boulevard,33.92,-116.83,13002.0,26511.0,21869.0,769,6
719,5398.09,38.28432624113475,141,68.36961671997045,99.9137304964539,Moderate Spender,Moderate,54.21137452834634,Moderate Wellness,0,0.0851063829787234,Traditional User,2019-10-24 19:50:00,7,Active,719,53,66,1966,11,Female,1959 Forest Street,42.27,-89.06,24589.0,50139.0,109623.0,767,3
720,2392.23,48.821020408163264,49,89.84473424666434,48.9284081632653,Low Spender,Moderate,16.277359273116108,Low Wellness,0,0.04081632653061224,Traditional User,2019-10-01 19:55:00,30,Active,720,36,65,1983,5,Female,980 Federal Drive,42.38,-83.1,9710.0,19800.0,40038.0,682,3
721,4159.78,27.366973684210524,152,81.32150953244206,102.14678947368421,Moderate Spender,Moderate,52.745790198774756,Moderate Wellness,0,0.02631578947368421,Traditional User,2019-10-26 15:43:00,5,Active,721,39,67,1980,5,Male,9735 Birch Street,25.77,-80.2,18828.0,38386.0,74820.0,850,6
723,4195.8,28.542857142857144,147,62.89442366988605,99.61714285714287,Moderate Spender,Moderate,54.78397240887994,Moderate Wellness,0,0.047619047619047616,Traditional User,2019-10-31 16:25:00,0,Active,723,59,68,1960,5,Female,3179 Seventh Drive,29.76,-95.38,17359.0,35397.0,55112.0,828,5
724,6627.22,67.62469387755102,98,155.95791204782688,85.84987755102041,Moderate Spender,Moderate,28.295825753699937,Low Wellness,0,0.08163265306122448,Traditional User,2019-08-16 14:12:00,76,High Risk,724,45,72,1974,5,Female,819 El Camino Boulevard,35.97,-96.76,17237.0,35142.0,107898.0,731,4
726,3341.11,22.12655629139073,151,61.52512509044697,99.45062251655628,Moderate Spender,Moderate,54.73294186932783,Moderate Wellness,0,0.052980132450331126,Traditional User,2019-09-10 13:18:00,51,High Risk,726,58,67,1961,8,Male,845 Littlewood Boulevard,33.79,-118.29,22032.0,44924.0,27297.0,717,3
727,4584.91,29.018417721518986,158,50.59742227418855,106.4073670886076,Moderate Spender,Moderate,61.786040861617984,Moderate Wellness,0,0.08227848101265822,Traditional User,2019-10-28 13:42:00,3,Active,727,44,68,1975,5,Male,310 Bayview Boulevard,38.63,-90.24,19874.0,40522.0,81572.0,801,5
728,2977.91,28.361047619047618,105,60.64641635876905,74.34441904761906,Low Spender,Moderate,38.37903101396047,Low Wellness,0,0.047619047619047616,Traditional User,2019-10-12 08:51:00,19,Active,728,30,67,1989,7,Female,385 Grant Street,39.08,-94.35,16224.0,33076.0,50117.0,721,3
729,6089.99,43.49992857142857,140,65.51744126617584,101.39997142857143,Moderate Spender,Moderate,55.9464903181934,Moderate Wellness,0,0.06428571428571428,Traditional User,2019-10-27 10:30:00,4,Active,729,80,67,1939,4,Female,499 Lafayette Lane,40.28,-86.51,16421.0,24884.0,1828.0,850,6
